n_cci_sig_scsignalr	ccis_scsignalr	ps_scsignalr
TGFB3_TGFBR1	6	Bcell--mesenchymal,Tcell--mesenchymal,basal_like_2--mesenchymal,endothelial--mesenchymal,macrophage--mesenchymal,stroma--mesenchymal	0.541838496696897,0.522426280571363,0.529629389469503,0.519253498143818,0.516362057869589,0.550048115615346
TGFB3_TGFBR2	43	Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--endothelial,macrophage--endothelial,stroma--Tcell,Bcell--Bcell,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_2,Tcell--macrophage,Tcell--stroma,basal_like_1--Tcell,basal_like_1--endothelial,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--endothelial,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--macrophage,macrophage--stroma,mesenchymal--endothelial,mesenchymal--stroma,stroma--Bcell,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--stroma	0.571126950082074,0.521291655363134,0.657341180950489,0.534004011048427,0.600888643477604,0.639567403346959,0.633948411810848,0.579219316042709,0.556423375174454,0.537101188555606,0.551929486184213,0.50180931079963,0.514557245287435,0.582048476428452,0.501097873093633,0.591316132576907,0.531734809353622,0.544276037538252,0.559063184575121,0.509031143866285,0.646200230092092,0.521770394923695,0.589059681913366,0.533938924810318,0.548783420481917,0.636631561432204,0.51138107981616,0.578952559267809,0.510566211265577,0.525493570601422,0.614692436294736,0.555959923896976,0.53105604220698,0.54591427040009,0.508487109994638,0.576127073744616,0.576196975582895,0.516214818881646,0.56458166527344,0.529549781516619,0.664761654055836,0.542235412394288,0.608804089071577
TGM2_ADGRG1	81	Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--endothelial,macrophage--endothelial,mesenchymal--Tcell,stroma--Tcell,Bcell--Bcell,Bcell--basal_like_1,Bcell--luminal_ar,Bcell--mesenchymal,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_1,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--luminal_ar,basal_like_1--macrophage,basal_like_1--mesenchymal,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--luminal_ar,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_1,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--luminal_ar,luminal_ar--macrophage,luminal_ar--mesenchymal,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--Bcell,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma,stroma--Bcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.639429385921236,0.696072655903359,0.694797314915348,0.678576090255411,0.678447827513219,0.668628464171219,0.710432553643757,0.5885382194129,0.649802063344796,0.662736294043075,0.715581284596699,0.73128469267603,0.724446820062302,0.635261552324381,0.611169933048866,0.690400418946621,0.669961212831857,0.706924708211686,0.651713592183899,0.699721491055285,0.651580114017382,0.640135532117557,0.616171332864605,0.694891465810329,0.674609012126782,0.673285879319789,0.71127629637228,0.656486605434972,0.704135270156,0.656353991948767,0.649894255397545,0.626200436319538,0.703852274624471,0.683894526916879,0.68259138645314,0.719949828876529,0.666033253810871,0.712936746647009,0.665902450202926,0.710555234969936,0.689002183661895,0.75863635707954,0.741012086864232,0.739854844219452,0.772717630674491,0.725080817006917,0.766597576328612,0.724963590148822,0.590165530026213,0.565134276608471,0.648347962845533,0.626633903290095,0.625224066052435,0.666030999378597,0.607394559308536,0.658308503051386,0.607254331928343,0.679255769647069,0.656498758245554,0.730564677007521,0.711669672964104,0.745734768005645,0.69467715170238,0.739133430860562,0.694552421904012,0.613144496799685,0.669889438379671,0.648784980271023,0.647411722547309,0.687012172567543,0.630013126564332,0.679541400996331,0.629876055021807,0.67278160002081,0.724706428901392,0.705566169585167,0.704313742985331,0.740089012696536,0.688371452180117,0.73339350082012,0.68824530243517
TGM2_ITGB1	81	Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--endothelial,macrophage--endothelial,mesenchymal--Tcell,stroma--Tcell,Bcell--Bcell,Bcell--basal_like_1,Bcell--luminal_ar,Bcell--mesenchymal,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_1,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--luminal_ar,basal_like_1--macrophage,basal_like_1--mesenchymal,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--luminal_ar,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_1,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--luminal_ar,luminal_ar--macrophage,luminal_ar--mesenchymal,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--Bcell,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma,stroma--Bcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.778169902099515,0.769932151129968,0.800844978945024,0.78538425440331,0.792804885915952,0.780901587883567,0.812513482134419,0.73886360343799,0.785887825939455,0.771791074682974,0.772551209681646,0.775301578384122,0.768880340217044,0.749847026975101,0.756645824469472,0.750656640633217,0.747867748405649,0.753587317966524,0.764348200830094,0.746748244542148,0.77228529424854,0.753783274587128,0.760509258961379,0.754584318183335,0.751824832803645,0.784489622942227,0.757483745632766,0.768126827084035,0.750717042441421,0.775973952889798,0.761607841256422,0.768185813644771,0.762391452775558,0.75969179560894,0.791608144061213,0.765227341302808,0.775631247204528,0.758607846449467,0.783296055198242,0.808612942630185,0.814210298941476,0.809280736756024,0.806978945768949,0.833987322204451,0.811695219837431,0.82052288072484,0.806053839298832,0.826996178117663,0.71250675261867,0.719941369188257,0.71339102511281,0.710346153818395,0.746630506218181,0.716594341075339,0.728388450954563,0.709124846424446,0.73712016473212,0.784704216633314,0.790819927224698,0.78543329742953,0.782920894267284,0.788070625059187,0.797729812199155,0.781911644428267,0.804829656347809,0.731744139586005,0.732591448723429,0.729673263559197,0.7643397472014,0.735659685464414,0.746940567300939,0.728502301257364,0.755276252923768,0.779668092790598,0.780409455509653,0.777854864799294,0.807968672666633,0.7830914800813,0.792917971351834,0.776828775648446,0.800144400484697
THBS1_CD36	20	Bcell--endothelial,Tcell--endothelial,macrophage--endothelial,stroma--Tcell,basal_like_1--endothelial,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Bcell,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,luminal_ar--endothelial,macrophage--macrophage,mesenchymal--endothelial,stroma--Bcell,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--stroma	0.568698766223095,0.5510959800331,0.577673628523976,0.512063396298877,0.565803233677573,0.599791111188126,0.528377564527655,0.509717936006185,0.509698358628153,0.623023416519425,0.552663594136889,0.534117615031439,0.549327001323249,0.505566820846452,0.546372236377771,0.536992276287823,0.500445012220099,0.648361033739616,0.57953876446533,0.561222387620867
THBS1_CD47	81	Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--endothelial,macrophage--endothelial,mesenchymal--Tcell,stroma--Tcell,Bcell--Bcell,Bcell--basal_like_1,Bcell--luminal_ar,Bcell--mesenchymal,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_1,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--luminal_ar,basal_like_1--macrophage,basal_like_1--mesenchymal,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--luminal_ar,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_1,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--luminal_ar,luminal_ar--macrophage,luminal_ar--mesenchymal,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--Bcell,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma,stroma--Bcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.68972941810718,0.674213942807471,0.692461953656768,0.702302108223546,0.676685997596336,0.677041831152103,0.700219016391926,0.670032936466482,0.756604542375569,0.70820146308641,0.70186463710144,0.711006434216122,0.714429175404026,0.693220896950157,0.674236740453203,0.686702664921718,0.65833031085108,0.696108079222369,0.687152467288887,0.699632729058554,0.660862264874912,0.705757913303611,0.687199504082224,0.699390546638498,0.671617749751253,0.689944304496857,0.708576707825258,0.699830095515184,0.712016570193935,0.674099981913067,0.733942000076862,0.716447017326834,0.727949433822208,0.701689744591201,0.719040101628052,0.736591566545137,0.728363442743627,0.739822170519563,0.704044831328896,0.752598971613847,0.735889330420066,0.746881702562031,0.721750937164687,0.738369543677919,0.755124730846849,0.74727690264335,0.758202648020954,0.724009939328556,0.691698664850993,0.672664789606258,0.685162778719233,0.656720683614355,0.675476901061929,0.694593861725776,0.68561377974954,0.698128457947304,0.659258391982826,0.715724506173186,0.697525297556249,0.709484035308517,0.682220052306652,0.718485906877218,0.709914946971675,0.721854717875586,0.68465977074208,0.689149127419424,0.682583994832551,0.654026570626777,0.672856661814007,0.692057607491947,0.683036981025757,0.695608693460775,0.656573780270651,0.772408916619295,0.767007716282957,0.743188081766094,0.75895394362152,0.774792951796376,0.767381279979644,0.777696431470959,0.745334452706763
THBS1_ITGA2B	0		
THBS1_ITGA3	81	Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--endothelial,macrophage--endothelial,mesenchymal--Tcell,stroma--Tcell,Bcell--Bcell,Bcell--basal_like_1,Bcell--luminal_ar,Bcell--mesenchymal,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_1,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--luminal_ar,basal_like_1--macrophage,basal_like_1--mesenchymal,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--luminal_ar,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_1,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--luminal_ar,luminal_ar--macrophage,luminal_ar--mesenchymal,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--Bcell,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma,stroma--Bcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.571592168299727,0.623215466458888,0.670229629168787,0.556675945664602,0.628298913671638,0.654251359853872,0.678286931012304,0.549296714976207,0.651047935447504,0.603128912914642,0.602293182802762,0.580953191140484,0.634393219020234,0.585908146820589,0.554014863318014,0.585061101684562,0.606297342514546,0.563466637871153,0.538980250883301,0.617669087315276,0.611466742402361,0.600302070317746,0.568701328870178,0.59946434065228,0.620441658802022,0.667617338106703,0.578078891936903,0.553763032211011,0.631653063741371,0.625540043451537,0.633339472410894,0.602621677273623,0.632528599172285,0.652777264028308,0.69789088613563,0.611765203294339,0.588007116933568,0.663551479802634,0.657680946687557,0.65574207186479,0.625792182987805,0.654953750628113,0.674602414808718,0.718104917452316,0.634725725697358,0.611480378943816,0.685026174330386,0.679349274375223,0.584172840243607,0.552248041577423,0.583324769830186,0.604589816460766,0.652632655829667,0.561707637487349,0.537203622371836,0.615979642781276,0.609767206168149,0.611876285677437,0.580551229478705,0.611047096727454,0.631790397571861,0.58985695834138,0.56570993669708,0.642859543105666,0.636825572310303,0.58127239064186,0.580422653514899,0.601734687861672,0.649923562003242,0.558768845392165,0.53423676615007,0.613154133850826,0.606925156401269,0.680010060298628,0.679250128363089,0.698152872152391,0.739721663902922,0.659706407028886,0.637141975014542,0.708148598075345,0.702707581084462
THBS1_ITGA6	50	Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--stroma,Tcell--endothelial,macrophage--endothelial,mesenchymal--Tcell,stroma--Tcell,Bcell--Bcell,Tcell--Bcell,Tcell--Tcell,Tcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--endothelial,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_2,macrophage--stroma,mesenchymal--Bcell,mesenchymal--endothelial,mesenchymal--stroma,stroma--Bcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.539046571731047,0.505251615156977,0.720038782950835,0.537558251769441,0.705413142595095,0.727374123332034,0.516490110650134,0.620531208795161,0.563633442952058,0.545988965738365,0.521252367921586,0.519757780363921,0.56073017106492,0.536114350011258,0.502302902878967,0.717654840231208,0.534624736127479,0.594830789032852,0.570662746473734,0.537195638516884,0.74511093193147,0.50067994422129,0.569194924728831,0.618167732484509,0.594442630233199,0.521532576221009,0.561404510106919,0.763237351645803,0.519894760685775,0.525110356767704,0.592998124260631,0.544216506391445,0.519468330828016,0.703925569642405,0.517973324147657,0.572634500130388,0.548148210640025,0.514419440037214,0.54666456339906,0.541256216333053,0.701433499956091,0.514994489260655,0.643645040919576,0.54875094844815,0.588145883872145,0.782441704205285,0.519453437771999,0.547125398386115,0.552299915923133,0.619120086405894
THBS1_ITGB1	81	Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--endothelial,macrophage--endothelial,mesenchymal--Tcell,stroma--Tcell,Bcell--Bcell,Bcell--basal_like_1,Bcell--luminal_ar,Bcell--mesenchymal,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_1,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--luminal_ar,basal_like_1--macrophage,basal_like_1--mesenchymal,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--luminal_ar,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_1,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--luminal_ar,luminal_ar--macrophage,luminal_ar--mesenchymal,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--Bcell,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma,stroma--Bcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.783082845899024,0.774974781288484,0.805381327655601,0.790180501008382,0.797478059014271,0.793938201781298,0.811067315905131,0.767313323475617,0.834660149537903,0.776804772161461,0.777553020470107,0.780260109477245,0.77393925518304,0.764173406859196,0.770701900783233,0.764951187853802,0.762271545152604,0.767765831767718,0.778089866983263,0.761195574548256,0.785693890949516,0.774752993576262,0.781072514857289,0.775506132495283,0.772911097936229,0.803525803304439,0.778231026673911,0.788218159425285,0.771868870693353,0.795566310373985,0.798217849800617,0.804045549913545,0.798912894927847,0.796517436545328,0.824671597121712,0.801426427393689,0.810623170666997,0.795554893111741,0.817374054830357,0.813512809885125,0.81899894049003,0.814167436351787,0.811910915664964,0.838367411826795,0.81653407935442,0.825183752033302,0.811003910991243,0.831523460226695,0.762882815437547,0.769436257650674,0.763663536525957,0.760973801128756,0.792766327977933,0.766488892777705,0.776853195759395,0.759893807000193,0.784487858639954,0.783100807077361,0.78924983168598,0.783833821907887,0.781307904864937,0.78648546496733,0.796198215754296,0.780293260318991,0.8033385668345,0.760718305057414,0.761503924908757,0.758797374149231,0.790799802167496,0.764347132005627,0.774778563892994,0.757710677262709,0.782464331340203,0.829549916634675,0.830160000934179,0.828056662511372,0.852654258483346,0.832364908355107,0.840414092499636,0.827210946390194,0.846304347223279
THBS1_LRP1	81	Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--endothelial,macrophage--endothelial,mesenchymal--Tcell,stroma--Tcell,Bcell--Bcell,Bcell--basal_like_1,Bcell--luminal_ar,Bcell--mesenchymal,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_1,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--luminal_ar,basal_like_1--macrophage,basal_like_1--mesenchymal,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--luminal_ar,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_1,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--luminal_ar,luminal_ar--macrophage,luminal_ar--mesenchymal,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--Bcell,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma,stroma--Bcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.762575599335766,0.744284757864455,0.750416981835975,0.773070707245141,0.810279002941053,0.736798237070794,0.757224744096257,0.74579918443309,0.817895067612541,0.77647487210775,0.646035978997919,0.62079267383896,0.645117055900237,0.763830512882787,0.74939874389262,0.629533416789588,0.730451593835422,0.603834916671388,0.760293228926812,0.628596281329973,0.799051998083819,0.774420941506245,0.760433355834513,0.643334024903491,0.742033307690134,0.748201257177699,0.618011962385576,0.770994721870436,0.642411969899484,0.808459068431053,0.797911366036516,0.784975930682716,0.67474176649406,0.767885509762894,0.773623910542834,0.650437938762625,0.794747369477887,0.673859744660379,0.829186782074239,0.813224121485466,0.801024415540662,0.695829622068658,0.784859956645406,0.790293314371969,0.672336323046214,0.810242853529752,0.694978934508447,0.842597211920887,0.762538628048278,0.748053954324707,0.62786481252449,0.729041891506742,0.735409703721785,0.60212371933267,0.758988099945831,0.626925957547887,0.797901803537957,0.78277761075741,0.769153738504195,0.654379577716775,0.751204330133997,0.629389953960255,0.779442167945731,0.65347069668941,0.815854617272339,0.760371962669666,0.625073524721094,0.726679142314992,0.733082152028585,0.599262586701422,0.756799370779167,0.624131843361397,0.795971468405372,0.829280844374121,0.718484881630488,0.802763684179998,0.807855578125021,0.695976874368135,0.826501190294495,0.717671846789907,0.856574144579327
THBS1_PTPRJ	81	Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--endothelial,macrophage--endothelial,mesenchymal--Tcell,stroma--Tcell,Bcell--Bcell,Bcell--basal_like_1,Bcell--luminal_ar,Bcell--mesenchymal,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_1,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--luminal_ar,basal_like_1--macrophage,basal_like_1--mesenchymal,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--luminal_ar,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_1,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--luminal_ar,luminal_ar--macrophage,luminal_ar--mesenchymal,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--Bcell,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma,stroma--Bcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.590512650220442,0.539649884896053,0.547484479244974,0.597672471548309,0.576154100862898,0.529731836063533,0.556556569126922,0.568458459433567,0.66849447012597,0.533893924830231,0.579388475657088,0.568458432666922,0.56149718250434,0.51607937958038,0.573131899095835,0.561885868401086,0.521858312506446,0.550853584466013,0.580379667938397,0.543836235020235,0.558619434896237,0.53095744647144,0.587657381351126,0.576511267436772,0.536718202591991,0.544560582667606,0.565562519204117,0.594832872412079,0.558590828485783,0.573271063098888,0.565578694649393,0.621080222022238,0.610238351283181,0.571257592031719,0.578973941841533,0.599555903554388,0.628042230755087,0.592736900493806,0.607080324709257,0.589437579632264,0.643810597064932,0.633235036814459,0.595027909714188,0.602614048660765,0.622793275894528,0.650589927013621,0.616116614200664,0.630150410329292,0.514294027909075,0.571382219253715,0.560125470878433,0.520074454438058,0.52795078167781,0.549084432116329,0.578637854928164,0.542062420321899,0.556856263708358,0.543011051391126,0.599353377598456,0.588301928921492,0.548749583569004,0.577434580043023,0.606461636894205,0.570508727010275,0.585087011603007,0.511313907406745,0.557184433352129,0.517096498683929,0.524977059544842,0.546129390813427,0.575726837755468,0.53909998836935,0.553910776061385,0.615639943629294,0.658262776494536,0.621102836462098,0.628505480565117,0.648137625479025,0.675041125072083,0.641651444969273,0.655274052731646
